product_id,product_name,product_name_hindi,primary_category,secondary_category,tertiary_category,product_type,price_range,target_demographic,seasonal_relevance,primary_keywords,related_categories,purchase_frequency
A42898E9,"Classmate Pulse Spiral Notebook (Unruled, 180 Pages, Pack of 6)","क्लासमेट पल्स स्पाइरल नोटबुक (अनरूल्ड, 180 पेज, 6 का पैक)",Books & Stationery,Stationery,Writing,Writing,Mid-range,8-15 Years Teens,Back-to-School,"stationery, writing, classmate, mid-range, 8-15, books & stationery","Art Supplies, Educational",Monthly
A70DAE0F,Himalaya Purifying Neem Face Wash (650ml),Himalaya Purifying Neem Face Wash (650ml) (Hindi),Personal Care,Skincare,Face Wash,Face Wash,Premium,15-40 All Genders,Year-round,"face wash, 650ml, premium, himalaya, skincare, 15-40, personal care","Moisturizers, Bath & Body",Monthly
79740DF4,AmazonBasics High-Speed HDMI Cable (6 Feet),अमेज़न बेसिक्स हाई-स्पीड एचडीएमआई केबल (6 फीट),Electronics,Mobiles & Accessories,Accessories,Accessories,Mid-range,All Ages,Year-round,"amazonbasics, accessories, mid-range, mobiles & accessories, electronics, all ages","Smartphones, Audio & Video",Occasionally
F314071B,"Philips Daily Collection Mixer Grinder (750W, 3 Jars, White/Purple)","फिलिप्स डेली कलेक्शन मिक्सर ग्राइंडर (750W, 3 जार, सफेद/बैंगनी)",Home & Kitchen,Kitchen Appliances,Mixer Grinders,Mixer Grinders,Premium,All Ages,Year-round,"mixer grinders, philips, home & kitchen, premium, kitchen appliances, all ages","Other, Storage & Organization",Occasionally
9942C593,Mamaearth Ubtan Face Wash with Turmeric & Saffron (500ml),Mamaearth Ubtan Face Wash with Turmeric & Saffron (500ml) (Hindi),Personal Care,Skincare,Face Wash,Face Wash,Budget,15-40 All Genders,Year-round,"face wash, mamaearth, 500ml, skincare, budget, 15-40, personal care","Moisturizers, Haircare",Monthly
C75EF206,"Classmate Pulse Spiral Notebook (Unruled, 180 Pages, Pack of 6)","क्लासमेट पल्स स्पाइरल नोटबुक (अनरूल्ड, 180 पेज, 6 का पैक)",Books & Stationery,Stationery,Writing,Writing,Premium,8-15 Years Teens,Back-to-School,"stationery, writing, classmate, premium, 8-15, books & stationery","Art Supplies, Office Supplies",Monthly
B2815F2E,"Wipro Garnet 12W LED Batten (Cool Day Light, Pack of 2)","विप्रो गार्नेट 12W एलईडी बैटन (कूल डे लाइट, 2 का पैक)",Electronics,Audio & Video,Lighting,Lighting,Mid-range,All Ages,Year-round,"lighting, wipro, mid-range, audio & video, electronics, all ages","Speakers, Mobiles & Accessories",Occasionally
782659C0,Patanjali Divya Chyawanprash (1kg),पतंजलि दिव्य च्यवनप्राश (1 किलो),Personal Care,Wellness,Supplements & Ayurvedic,Supplements & Ayurvedic,Mid-range,All Ages,Winter,"patanjali, wellness, supplements & ayurvedic, mid-range, personal care, 1kg, all ages","Feminine Hygiene, Makeup & Cosmetics",Occasionally
A3BB941C,boAt Airdopes 141 True Wireless Earbuds (White),boAt Airdopes 141 True Wireless Earbuds (White) (Hindi),Electronics,Mobiles & Accessories,Accessories,Accessories,Budget,15-40 All Genders,Year-round,"white, accessories, budget, boat, 15-40, mobiles & accessories, electronics","Smartphones, Audio & Video",Occasionally
B8B4C143,"Philips Daily Collection Mixer Grinder (750W, 3 Jars, White/Purple)","फिलिप्स डेली कलेक्शन मिक्सर ग्राइंडर (750W, 3 जार, सफेद/बैंगनी)",Home & Kitchen,Kitchen Appliances,Mixer Grinders,Mixer Grinders,Premium,All Ages,Year-round,"mixer grinders, philips, home & kitchen, premium, kitchen appliances, all ages","Other, Home Decor",Occasionally
42E44E24,"Levi's Men's 511 Slim Fit Jeans (Grey, L)","Levi's Men's 511 Slim Fit Jeans (Grey, L) (Hindi)",Clothing & Apparel,Men's Wear,Western,Western,Mid-range,18-35 Male,Year-round,"western, l, levi's, mid-range, grey, men's wear, clothing & apparel, 18-35","Ethnic, Accessories",Occasionally
1A6909CF,Mamaearth Ubtan Face Wash with Turmeric & Saffron (150ml),Mamaearth Ubtan Face Wash with Turmeric & Saffron (150ml) (Hindi),Personal Care,Skincare,Face Wash,Face Wash,Premium,15-40 All Genders,Year-round,"face wash, mamaearth, 150ml, skincare, premium, 15-40, personal care","Moisturizers, Bath & Body",Monthly
89F5F051,"Pampers Premium Care Pants Diapers (Medium, 76 Count)","पैम्पर्स प्रीमियम केयर पैन्ट्स डायपर (मीडियम, 76 काउंट)",Toys & Baby Products,Baby Care,Diapers & Wipes,Diapers & Wipes,Budget,0-3 Years Infants,Year-round,"diapers & wipes, budget, pampers, 0-3, baby care, toys & baby products","Bath & Skin, Feeding & Nursing",Weekly
8D935513,L'Oreal Paris Total Repair 5 Conditioner (192.5ml),लॉरियल पेरिस टोटल रिपेयर 5 कंडीशनर (192.5 मिली),Personal Care,Haircare,Conditioner & Oil,Conditioner & Oil,Premium,18-35 Female,Year-round,"conditioner & oil, l'oreal, haircare, premium, 18-35, personal care","Shampoo, Skincare",Monthly
56296D0B,Prestige Svachh Nakshatra Aluminium Pressure Cooker (3 Litre),Prestige Svachh Nakshatra Aluminium Pressure Cooker (3 Litre) (Hindi),Home & Kitchen,Cookware,Pots & Pans,Pots & Pans,Mid-range,All Ages,Year-round,"cookware, 3 litre, prestige, pots & pans, mid-range, home & kitchen, all ages","Utensils, Kitchen Appliances",Occasionally
77738763,"Pampers Premium Care Pants Diapers (Medium, 76 Count)","पैम्पर्स प्रीमियम केयर पैन्ट्स डायपर (मीडियम, 76 काउंट)",Toys & Baby Products,Baby Care,Diapers & Wipes,Diapers & Wipes,Budget,0-3 Years Infants,Year-round,"diapers & wipes, budget, pampers, 0-3, baby care, toys & baby products","Bath & Skin, Baby Gear & Safety",Weekly
836709BC,Patanjali Divya Chyawanprash (1kg),पतंजलि दिव्य च्यवनप्राश (1 किलो),Personal Care,Wellness,Supplements & Ayurvedic,Supplements & Ayurvedic,Budget,All Ages,Winter,"patanjali, wellness, supplements & ayurvedic, budget, personal care, 1kg, all ages","Feminine Hygiene, Skincare",Occasionally
15699F75,Dove Intense Repair Shampoo (400ml),Dove Intense Repair Shampoo (400ml) (Hindi),Personal Care,Haircare,Shampoo,Shampoo,Mid-range,15-40 All Genders,Year-round,"shampoo, 400ml, mid-range, haircare, dove, 15-40, personal care","Conditioner & Oil, Skincare",Monthly
F3AB7336,"Lakmé Eyeconic Kajal (Deep Black, 0.35g)","लैक्मे आइकोनिक काजल (डीप ब्लैक, 0.35 ग्राम)",Personal Care,Makeup & Cosmetics,Eye Makeup,Eye Makeup,Mid-range,16-40 Female,Year-round,"lakmé, makeup & cosmetics, eye makeup, mid-range, personal care, 16-40","Lip Makeup, Nail Polish",Occasionally
85DA4C77,"Myprotein Impact Whey Protein (1kg, Chocolate Smooth)","मायप्रोटीन इम्पैक्ट व्हे प्रोटीन (1 किलो, चॉकलेट स्मूथ)",Sports & Fitness,Supplements,Protein,Protein,Mid-range,18-35 Male,Year-round,"myprotein, mid-range, supplements, protein, 18-35, sports & fitness","Vitamins, Fitness Accessories",Monthly
70EF2F1F,Mamaearth Ubtan Face Wash with Turmeric & Saffron (100ml),मामाअर्थ उबटन फेस वॉश हल्दी और केसर के साथ (100 मिली),Personal Care,Skincare,Face Wash,Face Wash,Budget,15-40 All Genders,Year-round,"face wash, mamaearth, 100ml, skincare, budget, 15-40, personal care","Moisturizers, Makeup & Cosmetics",Monthly
62D07E5F,"Lakmé Eyeconic Kajal (Deep Black, 0.35g)","लैक्मे आइकोनिक काजल (डीप ब्लैक, 0.35 ग्राम)",Personal Care,Makeup & Cosmetics,Eye Makeup,Eye Makeup,Mid-range,16-40 Female,Year-round,"lakmé, makeup & cosmetics, eye makeup, mid-range, personal care, 16-40","Lip Makeup, Nail Polish",Occasionally
5C1E153B,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder (2 lbs, Double Rich Chocolate)","ऑप्टिमम न्यूट्रिशन (ON) गोल्ड स्टैंडर्ड 100% व्हे प्रोटीन पाउडर (2 एलबीएस, डबल रिच चॉकलेट)",Sports & Fitness,Supplements,Protein,Protein,Premium,18-35 Male,Year-round,"optimum, supplements, premium, protein, 18-35, sports & fitness","Vitamins, Fitness Accessories",Monthly
761292CC,Objective General English by S.P. Bakshi (Arihant Publications),एस.पी. बख्शी द्वारा ऑब्जेक्टिव जनरल इंग्लिश (अरिहंत प्रकाशन),Books & Stationery,Educational,Exam Prep,Exam Prep,Premium,18-30 All Genders,Year-round,"exam prep, s.p., educational, premium, 18-30, books & stationery","Textbooks, Fiction & Non-Fiction",Occasionally
DF8204F4,"Nivia Storm Football (Size 5, White/Black)","निविया स्टॉर्म फुटबॉल (साइज़ 5, सफेद/काला)",Sports & Fitness,Equipment,Sports Gear,Sports Gear,Mid-range,10+ All Genders,Year-round,"equipment, sports gear, mid-range, nivia, 10+, sports & fitness","Fitness Gear, Fitness Accessories",Occasionally
B3FD85B3,"Wipro Garnet 12W LED Batten (Cool Day Light, Pack of 2)","विप्रो गार्नेट 12W एलईडी बैटन (कूल डे लाइट, 2 का पैक)",Electronics,Audio & Video,Lighting,Lighting,Budget,All Ages,Year-round,"lighting, wipro, budget, audio & video, electronics, all ages","Speakers, Mobiles & Accessories",Occasionally
D8EE8695,"Levi's Men's 511 Slim Fit Jeans (Grey, S)","Levi's Men's 511 Slim Fit Jeans (Grey, S) (Hindi)",Clothing & Apparel,Men's Wear,Western,Western,Premium,18-35 Male,Year-round,"western, s, levi's, grey, men's wear, clothing & apparel, premium, 18-35","Ethnic, Accessories",Occasionally
F7D3D1BC,"Pampers Premium Care Pants Diapers (Medium, 76 Count)","पैम्पर्स प्रीमियम केयर पैन्ट्स डायपर (मीडियम, 76 काउंट)",Toys & Baby Products,Baby Care,Diapers & Wipes,Diapers & Wipes,Mid-range,0-3 Years Infants,Year-round,"diapers & wipes, mid-range, pampers, 0-3, baby care, toys & baby products","Bath & Skin, Baby Gear & Safety",Weekly
B9197811,"Pampers Premium Care Pants Diapers (Medium, 76 Count)","पैम्पर्स प्रीमियम केयर पैन्ट्स डायपर (मीडियम, 76 काउंट)",Toys & Baby Products,Baby Care,Diapers & Wipes,Diapers & Wipes,Premium,0-3 Years Infants,Year-round,"diapers & wipes, premium, pampers, 0-3, baby care, toys & baby products","Bath & Skin, Feeding & Nursing",Weekly
B690F475,Asian Paints TruCare Wall Putty (5kg),एशियन पेंट्स ट्रूकेयर वॉल पुट्टी (5 किलो),Home & Kitchen,Home Decor,Furnishings,Furnishings,Premium,All Ages,Monsoon,"furnishings, asian, premium, home decor, home & kitchen, all ages","Lighting & Decor, Furniture",Occasionally
12DA2BC5,"Fast&Up Charge Vitamin C & Zinc Effervescent Tablets (Orange, 60 Tablets)","फास्ट&अप चार्ज विटामिन सी और जिंक एफ़र्जेसेंट टैबलेट्स (ऑरेंज, 60 टैबलेट)",Sports & Fitness,Supplements,Vitamins,Vitamins,Mid-range,25-50 All Genders,Year-round,"vitamins, mid-range, fast&up, 25-50, supplements, sports & fitness","Protein, Apparel",Monthly
DAA60B03,Maggi 2-Minute Instant Noodles Masala (Pack of 12),"मैगी 2-मिनट इंस्टेंट नूडल्स मसाला (70 ग्राम, 12 का पैक)",Food & Grocery,Packaged Foods,Noodles & Pasta,Noodles & Pasta,Mid-range,All Ages,Year-round,"noodles & pasta, mid-range, pack of 12, maggi, packaged foods, food & grocery, all ages","Biscuits & Cookies, Ready To Eat",Weekly
885A1143,Aashirvaad Select Sharbati Atta (2kg),Aashirvaad Select Sharbati Atta (2kg) (Hindi),Food & Grocery,Staples,Grains & Flour,Grains & Flour,Mid-range,All Ages,Year-round,"staples, grains & flour, mid-range, aashirvaad, 2kg, food & grocery, all ages","Oils & Ghee, Packaged Foods",Weekly
E653D92B,AmazonBasics High-Speed HDMI Cable (6 Feet),अमेज़न बेसिक्स हाई-स्पीड एचडीएमआई केबल (6 फीट),Electronics,Mobiles & Accessories,Accessories,Accessories,Budget,All Ages,Year-round,"amazonbasics, accessories, budget, mobiles & accessories, electronics, all ages","Smartphones, Computers & Laptops",Occasionally
448769B6,"Myprotein Impact Whey Protein (1kg, Chocolate Smooth)","मायप्रोटीन इम्पैक्ट व्हे प्रोटीन (1 किलो, चॉकलेट स्मूथ)",Sports & Fitness,Supplements,Protein,Protein,Premium,18-35 Male,Year-round,"myprotein, supplements, protein, premium, 18-35, sports & fitness","Vitamins, Equipment",Monthly
38B6438B,"Adidas Men's Running Shoes (Adiray 1.0, Grey)","Adidas Men's Running Shoes (Adiray 1.0, Grey) (Hindi)",Sports & Fitness,Apparel,Men's,Men's,Premium,18-35 Male,Year-round,"18-35, men's, running, premium, adidas, apparel, sports & fitness","Equipment, Women's",Occasionally
7EA21118,"Cello Checkers Plastic PET Canister Set (Set of 12, Clear)","Cello Checkers Plastic PET Canister Set (Set of 12, Clear) (Hindi)",Home & Kitchen,Storage & Organization,Kitchen Storage,Kitchen Storage,Budget,All Ages,Year-round,"kitchen storage, cello, budget, home & kitchen, all ages, storage & organization, set of 12","Home Storage, Cookware",Occasionally
0749BF11,Asian Paints TruCare Wall Putty (5kg),एशियन पेंट्स ट्रूकेयर वॉल पुट्टी (5 किलो),Home & Kitchen,Home Decor,Furnishings,Furnishings,Budget,All Ages,Monsoon,"furnishings, asian, budget, home decor, home & kitchen, all ages","Lighting & Decor, Storage & Organization",Occasionally
6A5AB497,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder (2 lbs, Double Rich Chocolate)","ऑप्टिमम न्यूट्रिशन (ON) गोल्ड स्टैंडर्ड 100% व्हे प्रोटीन पाउडर (2 एलबीएस, डबल रिच चॉकलेट)",Sports & Fitness,Supplements,Protein,Protein,Mid-range,18-35 Male,Year-round,"optimum, supplements, mid-range, protein, 18-35, sports & fitness","Vitamins, Apparel",Monthly
E82D44DD,"Philips Daily Collection Mixer Grinder (750W, 3 Jars, White/Purple)","फिलिप्स डेली कलेक्शन मिक्सर ग्राइंडर (750W, 3 जार, सफेद/बैंगनी)",Home & Kitchen,Kitchen Appliances,Mixer Grinders,Mixer Grinders,Budget,All Ages,Year-round,"mixer grinders, philips, home & kitchen, budget, kitchen appliances, all ages","Other, Cookware",Occasionally
63151552,Amrutanjan Pain Balm Extra Power (50ml),अमृतांजन पेन बाम एक्स्ट्रा पावर (50 मिली),Personal Care,Wellness,Supplements & Ayurvedic,Supplements & Ayurvedic,Premium,50+ Seniors,Year-round,"supplements & ayurvedic, amrutanjan, wellness, premium, personal care, 50+, 50ml","Feminine Hygiene, Bath & Body",Occasionally
1733AF66,"Levi's Men's 511 Slim Fit Jeans (Green, L)","Levi's Men's 511 Slim Fit Jeans (Green, L) (Hindi)",Clothing & Apparel,Men's Wear,Western,Western,Budget,18-35 Male,Year-round,"western, l, levi's, green, men's wear, clothing & apparel, budget, 18-35","Ethnic, Accessories",Occasionally
BA954493,"Myprotein Impact Whey Protein (1kg, Chocolate Smooth)","मायप्रोटीन इम्पैक्ट व्हे प्रोटीन (1 किलो, चॉकलेट स्मूथ)",Sports & Fitness,Supplements,Protein,Protein,Premium,18-35 Male,Year-round,"myprotein, supplements, protein, premium, 18-35, sports & fitness","Vitamins, Equipment",Monthly
A35A93F2,"Pampers Premium Care Pants Diapers (Medium, 76 Count)","पैम्पर्स प्रीमियम केयर पैन्ट्स डायपर (मीडियम, 76 काउंट)",Toys & Baby Products,Baby Care,Diapers & Wipes,Diapers & Wipes,Premium,0-3 Years Infants,Year-round,"diapers & wipes, premium, pampers, 0-3, baby care, toys & baby products","Bath & Skin, Baby Gear & Safety",Weekly
7A69F2A2,"FabIndia Men's Cotton Full Sleeve Blue Kurta (Red, M)","FabIndia Men's Cotton Full Sleeve Blue Kurta (Red, M) (Hindi)",Clothing & Apparel,Men's Wear,Ethnic,Ethnic,Budget,25-50 Male,Festival,"men's wear, m, clothing & apparel, budget, fabindia, ethnic, 25-50, red","Western, Kid's Wear",Occasionally
C79D68B4,Patanjali Divya Chyawanprash (1kg),पतंजलि दिव्य च्यवनप्राश (1 किलो),Personal Care,Wellness,Supplements & Ayurvedic,Supplements & Ayurvedic,Budget,All Ages,Winter,"patanjali, wellness, supplements & ayurvedic, budget, personal care, 1kg, all ages","Feminine Hygiene, Makeup & Cosmetics",Occasionally
0F530AE6,Himalaya Purifying Neem Face Wash (650ml),Himalaya Purifying Neem Face Wash (650ml) (Hindi),Personal Care,Skincare,Face Wash,Face Wash,Budget,15-40 All Genders,Year-round,"face wash, 650ml, himalaya, skincare, budget, 15-40, personal care","Moisturizers, Makeup & Cosmetics",Monthly
F13AFB2F,"Fast&Up Charge Vitamin C & Zinc Effervescent Tablets (Orange, 60 Tablets)","फास्ट&अप चार्ज विटामिन सी और जिंक एफ़र्जेसेंट टैबलेट्स (ऑरेंज, 60 टैबलेट)",Sports & Fitness,Supplements,Vitamins,Vitamins,Mid-range,25-50 All Genders,Year-round,"vitamins, mid-range, fast&up, 25-50, supplements, sports & fitness","Protein, Apparel",Monthly
90DB7C83,"FabIndia Men's Cotton Full Sleeve Blue Kurta (Navy, L)","FabIndia Men's Cotton Full Sleeve Blue Kurta (Navy, L) (Hindi)",Clothing & Apparel,Men's Wear,Ethnic,Ethnic,Mid-range,25-50 Male,Festival,"men's wear, navy, l, clothing & apparel, mid-range, fabindia, ethnic, 25-50","Western, Accessories",Occasionally
143C7489,"Philips Avent Natural Feeding Bottle (260ml, Pack of 2)","फिलिप्स एवेंट नेचुरल फीडिंग बॉटल (260 मिली, 2 का पैक)",Toys & Baby Products,Feeding & Nursing,Bottles & Sterilizers,Bottles & Sterilizers,Mid-range,0-3 Years Infants,Year-round,"feeding & nursing, philips, mid-range, 0-3, toys & baby products, bottles & sterilizers","Utensils, Baby Care",Occasionally
41D50E12,Maggi 2-Minute Instant Noodles Masala (Pack of 6),Maggi 2-Minute Instant Noodles Masala (Pack of 6) (Hindi),Food & Grocery,Packaged Foods,Noodles & Pasta,Noodles & Pasta,Mid-range,All Ages,Year-round,"noodles & pasta, mid-range, pack of 6, maggi, packaged foods, food & grocery, all ages","Biscuits & Cookies, Ready To Eat",Weekly
800E8B19,"HP 15s Laptop (Ryzen 5, 12GB RAM, 128GB Storage, Silver)","HP 15s Laptop (Ryzen 5, 12GB RAM, 128GB Storage, Silver) (Hindi)",Electronics,Computers & Laptops,Laptops,Laptops,Mid-range,18-35 Female,Year-round,"12gb ram, 128gb storage, hp, laptops, computers & laptops, mid-range, 18-35, silver","Peripherals, Home Appliances",Occasionally
BC0765A4,Asian Paints TruCare Wall Putty (5kg),एशियन पेंट्स ट्रूकेयर वॉल पुट्टी (5 किलो),Home & Kitchen,Home Decor,Furnishings,Furnishings,Budget,All Ages,Year-round,"furnishings, asian, budget, home decor, home & kitchen, all ages","Lighting & Decor, Furniture",Occasionally
879B10F9,Dove Intense Repair Shampoo (150ml),Dove Intense Repair Shampoo (150ml) (Hindi),Personal Care,Haircare,Shampoo,Shampoo,Premium,15-40 All Genders,Year-round,"shampoo, premium, 150ml, haircare, dove, 15-40, personal care","Conditioner & Oil, Bath & Body",Monthly
6B6B62F8,Patanjali Divya Chyawanprash (1kg),पतंजलि दिव्य च्यवनप्राश (1 किलो),Personal Care,Wellness,Supplements & Ayurvedic,Supplements & Ayurvedic,Budget,All Ages,Winter,"patanjali, wellness, supplements & ayurvedic, budget, personal care, 1kg, all ages","Feminine Hygiene, Makeup & Cosmetics",Occasionally
61CD3E5F,"LG 6.5 Kg Top Load Washing Machine (Smart Inverter, Middle Free Silver)","एलजी 6.5 किलो टॉप लोड वॉशिंग मशीन (स्मार्ट इन्वर्टर, मिडिल फ्री सिल्वर)",Electronics,Home Appliances,Large Appliances,Large Appliances,Budget,All Ages,Year-round,"large appliances, lg, home appliances, budget, electronics, all ages","Small Appliances, Mobiles & Accessories",Occasionally
DB150B91,Aashirvaad Select Sharbati Atta (2kg),Aashirvaad Select Sharbati Atta (2kg) (Hindi),Food & Grocery,Staples,Grains & Flour,Grains & Flour,Budget,All Ages,Year-round,"grains & flour, staples, aashirvaad, 2kg, budget, food & grocery, all ages","Oils & Ghee, Spices & Masalas",Weekly
A0515B28,"Pampers Premium Care Pants Diapers (Medium, 76 Count)","पैम्पर्स प्रीमियम केयर पैन्ट्स डायपर (मीडियम, 76 काउंट)",Toys & Baby Products,Baby Care,Diapers & Wipes,Diapers & Wipes,Mid-range,0-3 Years Infants,Year-round,"diapers & wipes, mid-range, pampers, 0-3, baby care, toys & baby products","Bath & Skin, Baby Gear & Safety",Weekly
6E954B2C,"Philips Avent Natural Feeding Bottle (260ml, Pack of 2)","फिलिप्स एवेंट नेचुरल फीडिंग बॉटल (260 मिली, 2 का पैक)",Toys & Baby Products,Feeding & Nursing,Bottles & Sterilizers,Bottles & Sterilizers,Premium,0-3 Years Infants,Year-round,"feeding & nursing, philips, premium, 0-3, toys & baby products, bottles & sterilizers","Utensils, Baby Care",Occasionally
58A38D6F,"FabIndia Men's Cotton Full Sleeve Blue Kurta (Green, L)","FabIndia Men's Cotton Full Sleeve Blue Kurta (Green, L) (Hindi)",Clothing & Apparel,Men's Wear,Ethnic,Ethnic,Budget,25-50 Male,Festival,"men's wear, l, clothing & apparel, green, budget, fabindia, ethnic, 25-50","Western, Accessories",Occasionally
BFED8909,"Lakmé Eyeconic Kajal (Deep Black, 0.35g)","लैक्मे आइकोनिक काजल (डीप ब्लैक, 0.35 ग्राम)",Personal Care,Makeup & Cosmetics,Eye Makeup,Eye Makeup,Premium,16-40 Female,Year-round,"lakmé, makeup & cosmetics, eye makeup, premium, personal care, 16-40","Lip Makeup, Wellness",Occasionally
7DB96179,The Psychology of Money by Morgan Housel,मॉर्गन हाउसल द्वारा द साइकोलॉजी ऑफ मनी,Books & Stationery,Fiction & Non-Fiction,Popular Titles,Popular Titles,Mid-range,25-50 All Genders,Year-round,"fiction & non-fiction, popular titles, psychology, mid-range, 25-50, books & stationery","Indian Authors, Educational",Occasionally
F7F6D9D6,Maggi 2-Minute Instant Noodles Masala (Pack of 12),"मैगी 2-मिनट इंस्टेंट नूडल्स मसाला (70 ग्राम, 12 का पैक)",Food & Grocery,Packaged Foods,Noodles & Pasta,Noodles & Pasta,Mid-range,All Ages,Year-round,"noodles & pasta, mid-range, pack of 12, maggi, packaged foods, food & grocery, all ages","Biscuits & Cookies, Snacks",Weekly
E5E5DF74,"Samsung Galaxy M34 5G (Prism Silver, 6GB RAM, 256GB Storage)","Samsung Galaxy M34 5G (Prism Silver, 6GB RAM, 256GB Storage) (Hindi)",Electronics,Mobiles & Accessories,Smartphones,Smartphones,Mid-range,18-35 Female,Year-round,"smartphones, samsung, mid-range, 256gb storage, 18-35, mobiles & accessories, electronics, 6gb ram, silver","Accessories, Computers & Laptops",Occasionally
8A6739F2,"Optimum Nutrition (ON) Gold Standard 100% Whey Protein Powder (2 lbs, Double Rich Chocolate)","ऑप्टिमम न्यूट्रिशन (ON) गोल्ड स्टैंडर्ड 100% व्हे प्रोटीन पाउडर (2 एलबीएस, डबल रिच चॉकलेट)",Sports & Fitness,Supplements,Protein,Protein,Budget,18-35 Male,Year-round,"optimum, supplements, budget, protein, 18-35, sports & fitness","Vitamins, Fitness Accessories",Monthly
F3318A20,Objective General English by S.P. Bakshi (Arihant Publications),एस.पी. बख्शी द्वारा ऑब्जेक्टिव जनरल इंग्लिश (अरिहंत प्रकाशन),Books & Stationery,Educational,Exam Prep,Exam Prep,Budget,18-30 All Genders,Year-round,"exam prep, s.p., educational, budget, 18-30, books & stationery","Textbooks, Stationery",Occasionally
A2E4B6E1,Funskool Giggles Stacking Drums,फनस्कूल गिगल्स स्टैकिंग ड्रम्स,Toys & Baby Products,Toys,Creative & Learning,Creative & Learning,Mid-range,0-3 Years Infants,Year-round,"creative & learning, toys, mid-range, 0-3, funskool, toys & baby products","Action & Play, Baby Gear & Safety",Occasionally
AA352BA6,Aashirvaad Select Sharbati Atta (1kg),Aashirvaad Select Sharbati Atta (1kg) (Hindi),Food & Grocery,Staples,Grains & Flour,Grains & Flour,Mid-range,All Ages,Year-round,"staples, grains & flour, mid-range, aashirvaad, food & grocery, all ages, 1kg","Oils & Ghee, Packaged Foods",Weekly
A37E8797,"FabIndia Men's Cotton Full Sleeve Blue Kurta (Grey, M)","FabIndia Men's Cotton Full Sleeve Blue Kurta (Grey, M) (Hindi)",Clothing & Apparel,Men's Wear,Ethnic,Ethnic,Budget,25-50 Male,Festival,"men's wear, m, clothing & apparel, budget, fabindia, ethnic, grey, 25-50","Western, Accessories",Occasionally
DD355879,Prestige Svachh Nakshatra Aluminium Pressure Cooker (5 Litre),प्रेस्टीज स्वच्छ नक्षत्र एल्युमीनियम प्रेशर कुकर (5 लीटर),Home & Kitchen,Cookware,Pots & Pans,Pots & Pans,Premium,All Ages,Year-round,"cookware, prestige, 5 litre, pots & pans, home & kitchen, premium, all ages","Utensils, Kitchen Appliances",Occasionally
02A8F2E9,"Nivia Storm Football (Size 5, White/Black)","निविया स्टॉर्म फुटबॉल (साइज़ 5, सफेद/काला)",Sports & Fitness,Equipment,Sports Gear,Sports Gear,Mid-range,10+ All Genders,Year-round,"equipment, sports gear, mid-range, nivia, 10+, sports & fitness","Fitness Gear, Apparel",Occasionally
8673A0D2,RD Sharma Mathematics for Class 12,आरडी शर्मा गणित कक्षा 12 के लिए,Books & Stationery,Educational,Exam Prep,Exam Prep,Premium,8-15 Years Teens,Back-to-School,"exam prep, rd, educational, premium, 8-15, books & stationery","Textbooks, Stationery",Occasionally
C33F881A,"Philips Avent Natural Feeding Bottle (260ml, Pack of 2)","फिलिप्स एवेंट नेचुरल फीडिंग बॉटल (260 मिली, 2 का पैक)",Toys & Baby Products,Feeding & Nursing,Bottles & Sterilizers,Bottles & Sterilizers,Budget,0-3 Years Infants,Year-round,"feeding & nursing, philips, 0-3, toys & baby products, budget, bottles & sterilizers","Utensils, Baby Care",Occasionally
88BF4657,"JK Copier Paper A4 Size (500 Sheets, 75 GSM)","जेके कॉपियर पेपर A4 साइज (500 शीट्स, 75 GSM)",Books & Stationery,Office Supplies,Essentials,Essentials,Budget,All Ages,Year-round,"office supplies, essentials, budget, jk, books & stationery, all ages","Stationery, Educational",Monthly
C0148A0A,Patanjali Divya Chyawanprash (1kg),पतंजलि दिव्य च्यवनप्राश (1 किलो),Personal Care,Wellness,Supplements & Ayurvedic,Supplements & Ayurvedic,Mid-range,All Ages,Winter,"patanjali, wellness, supplements & ayurvedic, mid-range, personal care, 1kg, all ages","Feminine Hygiene, Bath & Body",Occasionally
5380D536,"FabIndia Men's Cotton Full Sleeve Blue Kurta (Pink, XL)","FabIndia Men's Cotton Full Sleeve Blue Kurta (Pink, XL) (Hindi)",Clothing & Apparel,Men's Wear,Ethnic,Ethnic,Mid-range,25-50 Male,Festival,"men's wear, mid-range, clothing & apparel, pink, fabindia, ethnic, 25-50, xl","Western, Accessories",Occasionally
0B2A98F3,L'Oreal Paris Total Repair 5 Conditioner (192.5ml),लॉरियल पेरिस टोटल रिपेयर 5 कंडीशनर (192.5 मिली),Personal Care,Haircare,Conditioner & Oil,Conditioner & Oil,Budget,18-35 Female,Year-round,"conditioner & oil, l'oreal, haircare, budget, 18-35, personal care","Shampoo, Skincare",Monthly
3F589B07,"HP 15s Laptop (Ryzen 5, 12GB RAM, 512GB Storage, Black)","HP 15s Laptop (Ryzen 5, 12GB RAM, 512GB Storage, Black) (Hindi)",Electronics,Computers & Laptops,Laptops,Laptops,Premium,25-50 All Genders,Year-round,"12gb ram, computers & laptops, 512gb storage, black, premium, hp, 25-50, laptops","Peripherals, Mobiles & Accessories",Occasionally
